Number_of_people,Average_Age,Total_Income,Occupation,Lifestyle,House_Size,Presence_of_garden,Number_of_bathrooms,Dishwasher_usage,Washing_machine_usage,Swimming_pool,Water_storage,Water_footprint
4,49,70775,Student,Average,1377,Yes,3,Never,Daily,Yes,Tank,2335
1,50,74636,Salaried,Minimalist,1029,Yes,4,Never,Rarely,Yes,Well,5397
2,25,80406,Student,Average,2039,No,3,Never,Daily,Yes,Well,10229
1,76,90078,Retired,Luxury,1640,No,2,Rarely,Never,No,Tank,12853
6,59,150098,Student,Minimalist,2925,No,1,Weekly,Weekly,No,Direct Supply,11255
6,58,93580,Student,Luxury,625,Yes,4,Weekly,Daily,No,Tank,13758
3,50,134956,Retired,Minimalist,2359,No,4,Weekly,Never,No,Direct Supply,11166
1,78,21211,Retired,Average,2639,Yes,1,Rarely,Rarely,Yes,Tank,8063
3,40,41380,Salaried,Average,883,No,1,Never,Weekly,No,Tank,13411
1,31,95380,Retired,Average,2772,Yes,2,Weekly,Never,No,Tank,6661
1,47,130365,Student,Minimalist,2293,No,3,Weekly,Rarely,Yes,Direct Supply,2398
1,64,144551,Student,Luxury,2220,Yes,2,Daily,Never,Yes,Well,10306
5,36,190108,Student,Average,2731,Yes,1,Rarely,Daily,Yes,Well,10358
2,58,53369,Salaried,Luxury,1824,No,3,Never,Weekly,Yes,Well,12444
4,56,97317,Salaried,Minimalist,1838,Yes,2,Never,Rarely,No,Tank,3564
3,18,39052,Student,Minimalist,2504,No,1,Daily,Rarely,No,Tank,14457
1,49,189776,Business,Minimalist,909,No,3,Never,Weekly,Yes,Well,3800
3,37,180454,Retired,Luxury,573,No,2,Daily,Weekly,No,Direct Supply,9164
5,13,168780,Salaried,Minimalist,1392,Yes,4,Weekly,Never,Yes,Well,3588
3,28,54684,Salaried,Minimalist,1207,No,3,Rarely,Never,No,Well,6752
1,57,82178,Business,Average,2053,No,1,Rarely,Daily,Yes,Well,4779
6,51,70350,Business,Average,1989,Yes,4,Never,Rarely,No,Well,4813
3,11,98646,Retired,Minimalist,1741,Yes,2,Daily,Never,No,Well,6396
1,52,57423,Business,Average,1412,No,4,Weekly,Never,No,Tank,9006
1,44,100525,Retired,Minimalist,1304,Yes,2,Weekly,Daily,No,Tank,2586
7,68,58490,Retired,Minimalist,1650,No,3,Rarely,Daily,No,Direct Supply,4603
7,67,128147,Salaried,Minimalist,1642,No,2,Rarely,Rarely,No,Well,9330
4,72,79046,Business,Luxury,2566,Yes,1,Rarely,Weekly,No,Well,5718
7,76,108382,Business,Luxury,2977,Yes,1,Weekly,Daily,Yes,Direct Supply,11128
1,17,175604,Salaried,Average,1036,Yes,4,Never,Rarely,Yes,Direct Supply,3424
7,35,54817,Student,Luxury,2495,No,4,Weekly,Daily,No,Direct Supply,7918
4,26,115781,Student,Luxury,2298,Yes,3,Never,Never,No,Direct Supply,4685
3,61,50894,Business,Luxury,2209,Yes,4,Rarely,Daily,Yes,Direct Supply,13588
6,25,167238,Salaried,Luxury,2169,No,1,Rarely,Daily,Yes,Well,4029
2,25,175932,Student,Average,1663,No,2,Never,Never,No,Tank,13452
5,41,43756,Business,Average,988,Yes,1,Daily,Never,No,Well,3169
1,52,190256,Retired,Minimalist,1902,No,3,Never,Never,No,Well,9692
4,14,87972,Student,Minimalist,2543,Yes,2,Weekly,Never,No,Direct Supply,3291
6,16,127256,Retired,Luxury,774,Yes,1,Never,Rarely,No,Well,4875
6,62,51028,Retired,Minimalist,2093,Yes,1,Rarely,Never,Yes,Well,5180
3,41,159028,Salaried,Luxury,560,No,3,Never,Daily,Yes,Tank,13226
3,15,22436,Salaried,Luxury,913,No,3,Never,Daily,Yes,Tank,6538
6,24,117680,Student,Minimalist,2176,Yes,2,Daily,Rarely,No,Well,2032
5,70,125326,Business,Minimalist,1948,No,2,Never,Weekly,Yes,Well,10050
3,64,45718,Student,Minimalist,2696,No,2,Daily,Never,No,Well,5012
3,64,57860,Student,Minimalist,1819,Yes,2,Weekly,Never,Yes,Well,7434
6,64,36342,Retired,Minimalist,2001,No,2,Never,Daily,No,Direct Supply,6797
5,77,22987,Student,Luxury,1871,Yes,3,Never,Rarely,Yes,Direct Supply,10481
5,72,181016,Salaried,Minimalist,2595,Yes,1,Rarely,Never,Yes,Tank,10930
3,44,190227,Business,Luxury,2712,Yes,1,Never,Weekly,No,Direct Supply,7644
3,34,118660,Retired,Average,685,Yes,2,Weekly,Weekly,No,Direct Supply,3936
3,78,183431,Salaried,Minimalist,2963,Yes,2,Daily,Weekly,Yes,Direct Supply,4878
2,34,77267,Retired,Minimalist,1720,No,4,Rarely,Never,No,Tank,3889
7,26,175660,Student,Minimalist,2052,No,4,Daily,Rarely,No,Well,12915
6,57,116467,Student,Minimalist,1378,No,4,Rarely,Daily,Yes,Tank,14517
5,78,165722,Business,Minimalist,2066,No,2,Rarely,Never,No,Direct Supply,9043
6,56,30200,Salaried,Luxury,2977,Yes,2,Daily,Weekly,No,Direct Supply,3738
2,69,68940,Salaried,Minimalist,2134,No,1,Never,Never,No,Tank,4299
1,4,93408,Retired,Luxury,2735,No,2,Rarely,Rarely,Yes,Well,11098
7,26,161104,Business,Luxury,2133,No,1,Daily,Daily,No,Well,8250
4,2,44833,Retired,Luxury,927,No,1,Weekly,Daily,Yes,Direct Supply,3329
7,79,179216,Salaried,Average,1055,No,2,Weekly,Never,No,Direct Supply,5568
4,16,49438,Business,Minimalist,1875,No,1,Rarely,Never,No,Tank,11412
4,8,79614,Student,Minimalist,1551,Yes,2,Rarely,Daily,No,Direct Supply,7386
6,79,179046,Salaried,Minimalist,2515,Yes,3,Never,Weekly,No,Direct Supply,6367
5,9,99372,Business,Average,1111,No,1,Daily,Never,Yes,Well,12505
3,56,92070,Salaried,Luxury,1589,No,2,Rarely,Never,No,Well,7708
4,72,56083,Retired,Average,535,No,4,Weekly,Rarely,No,Well,6087
5,22,195193,Student,Luxury,1251,Yes,1,Weekly,Weekly,No,Direct Supply,2020
3,35,99830,Salaried,Average,976,Yes,2,Rarely,Weekly,No,Well,8712
5,7,118986,Salaried,Minimalist,2090,No,4,Never,Weekly,No,Well,13576
7,37,88163,Salaried,Luxury,1809,No,2,Rarely,Daily,No,Direct Supply,6419
6,65,83803,Retired,Luxury,557,Yes,4,Weekly,Rarely,Yes,Tank,6083
3,79,107275,Salaried,Luxury,2676,Yes,3,Never,Never,Yes,Direct Supply,4381
1,36,131990,Retired,Average,1006,Yes,4,Never,Rarely,No,Well,3012
1,25,156815,Business,Luxury,2171,No,1,Rarely,Weekly,Yes,Well,3562
6,52,94772,Student,Luxury,1949,Yes,1,Daily,Never,No,Tank,10558
4,38,20297,Business,Average,1486,Yes,1,Never,Weekly,No,Direct Supply,8591
2,56,156744,Retired,Minimalist,2852,Yes,2,Never,Daily,Yes,Tank,8293
7,53,67732,Business,Minimalist,721,Yes,2,Weekly,Daily,Yes,Direct Supply,3322
1,46,133754,Salaried,Minimalist,2736,No,2,Daily,Rarely,Yes,Tank,10281
4,42,163242,Business,Minimalist,1440,No,1,Never,Daily,Yes,Direct Supply,3075
6,37,130144,Salaried,Minimalist,2897,Yes,2,Daily,Daily,Yes,Direct Supply,5594
6,75,99687,Salaried,Luxury,2544,No,1,Never,Never,Yes,Tank,4900
6,26,49763,Business,Average,2598,No,3,Daily,Rarely,Yes,Tank,8574
4,5,138930,Business,Minimalist,517,Yes,3,Rarely,Daily,Yes,Direct Supply,8828
1,77,181880,Salaried,Minimalist,2023,No,1,Weekly,Never,Yes,Direct Supply,13501
7,78,27609,Business,Minimalist,2747,No,4,Weekly,Rarely,Yes,Tank,3112
1,37,81138,Business,Luxury,1322,Yes,1,Daily,Never,Yes,Tank,10729
2,29,133189,Business,Average,649,Yes,4,Never,Never,No,Direct Supply,9260
3,58,135592,Student,Minimalist,2505,No,3,Daily,Never,Yes,Well,7786
7,48,132796,Student,Minimalist,2178,No,1,Daily,Weekly,No,Direct Supply,11279
7,17,192085,Retired,Minimalist,2621,Yes,4,Daily,Weekly,No,Direct Supply,6323
5,31,189580,Business,Average,1984,No,3,Weekly,Weekly,Yes,Well,4785
1,3,191438,Retired,Minimalist,1934,Yes,4,Weekly,Never,No,Direct Supply,9684
6,38,29394,Business,Luxury,2101,Yes,2,Never,Weekly,No,Tank,3064
4,7,116450,Salaried,Average,1637,Yes,2,Rarely,Rarely,No,Tank,8873
6,17,49296,Business,Luxury,2382,Yes,1,Weekly,Never,No,Well,9177
2,6,116085,Student,Luxury,1347,No,2,Daily,Daily,Yes,Well,4150
7,22,125672,Business,Average,2667,Yes,3,Rarely,Weekly,Yes,Tank,8871
3,75,23794,Retired,Luxury,1888,Yes,2,Weekly,Weekly,Yes,Well,6676
5,37,113423,Salaried,Luxury,1789,No,4,Daily,Daily,Yes,Well,10651
5,12,136831,Salaried,Average,2234,No,2,Weekly,Daily,No,Direct Supply,12292
1,3,21184,Business,Average,2378,No,4,Rarely,Rarely,No,Tank,4445
3,25,38777,Business,Luxury,1158,Yes,1,Daily,Never,No,Tank,12025
4,50,154570,Salaried,Minimalist,2376,No,2,Rarely,Daily,No,Well,11515
7,58,119389,Business,Average,2391,Yes,2,Weekly,Rarely,Yes,Tank,9861
6,17,141283,Business,Minimalist,1219,No,3,Rarely,Daily,Yes,Tank,9987
3,37,35487,Student,Minimalist,2475,No,3,Daily,Rarely,No,Direct Supply,14916
6,40,143688,Business,Average,2846,No,1,Never,Daily,Yes,Well,5521
5,77,134647,Business,Luxury,1250,Yes,3,Never,Weekly,Yes,Direct Supply,7917
3,74,65577,Business,Minimalist,1690,No,1,Weekly,Weekly,Yes,Tank,11398
4,60,197942,Salaried,Minimalist,2567,No,3,Rarely,Daily,No,Well,10924
1,65,180029,Business,Average,1518,Yes,4,Never,Rarely,Yes,Well,13347
2,36,179868,Business,Luxury,2706,Yes,4,Daily,Rarely,No,Direct Supply,3530
2,64,94446,Business,Average,2333,Yes,2,Weekly,Daily,Yes,Well,5345
4,20,170915,Student,Luxury,2255,No,1,Weekly,Rarely,Yes,Tank,10201
5,54,187590,Student,Average,2902,No,2,Never,Weekly,No,Direct Supply,3659
3,64,61105,Salaried,Average,752,No,2,Never,Never,No,Direct Supply,11369
7,9,195854,Retired,Luxury,517,Yes,4,Weekly,Rarely,No,Well,8923
3,58,90807,Student,Luxury,739,Yes,1,Weekly,Weekly,No,Direct Supply,14894
5,18,30892,Student,Average,944,Yes,1,Daily,Never,No,Well,10621
2,67,143092,Salaried,Minimalist,631,No,4,Daily,Daily,No,Well,5426
2,22,132623,Salaried,Luxury,992,No,3,Weekly,Never,No,Direct Supply,6129
4,31,107963,Student,Luxury,2287,No,4,Rarely,Daily,Yes,Tank,6993
6,25,109587,Student,Minimalist,2640,Yes,4,Never,Never,Yes,Direct Supply,14242
6,16,110955,Retired,Average,2524,No,4,Weekly,Rarely,Yes,Tank,8940
6,46,49162,Salaried,Luxury,1652,No,4,Never,Daily,No,Tank,6318
7,77,27179,Student,Minimalist,1528,No,1,Never,Never,No,Well,5325
5,17,65081,Retired,Average,2031,No,1,Rarely,Rarely,Yes,Well,10016
2,13,116802,Business,Average,2607,Yes,4,Rarely,Rarely,Yes,Direct Supply,5457
4,40,131498,Salaried,Minimalist,2160,No,1,Daily,Never,No,Direct Supply,9294
6,19,117461,Retired,Average,1681,No,2,Weekly,Weekly,Yes,Tank,7360
6,32,162694,Salaried,Luxury,1997,No,4,Rarely,Rarely,No,Tank,12779
4,78,197629,Retired,Minimalist,1747,No,2,Never,Weekly,Yes,Tank,6250
5,63,107020,Salaried,Average,672,No,3,Weekly,Never,No,Tank,9054
3,25,138894,Student,Minimalist,793,No,4,Weekly,Never,Yes,Well,2331
4,13,100387,Business,Average,2541,Yes,4,Weekly,Rarely,No,Well,11552
1,18,183798,Business,Minimalist,1583,Yes,1,Never,Weekly,No,Tank,4573
1,35,79611,Retired,Average,1702,Yes,3,Daily,Weekly,No,Well,12273
1,26,161883,Salaried,Average,1463,No,4,Weekly,Daily,Yes,Direct Supply,9379
1,59,43059,Retired,Minimalist,2336,Yes,3,Daily,Daily,No,Well,3620
5,51,158619,Retired,Luxury,708,No,2,Rarely,Daily,No,Well,4750
2,64,39562,Retired,Minimalist,1280,No,4,Daily,Daily,No,Tank,4127
4,43,117217,Business,Luxury,2241,No,3,Rarely,Weekly,Yes,Well,8055
1,22,150296,Retired,Luxury,1525,No,2,Weekly,Daily,Yes,Tank,11838
6,47,130695,Student,Average,2181,No,1,Rarely,Weekly,Yes,Direct Supply,8723
2,33,108401,Student,Luxury,2722,Yes,4,Daily,Rarely,Yes,Tank,5872
6,38,162421,Salaried,Minimalist,546,Yes,4,Rarely,Never,No,Direct Supply,10452
2,28,63947,Retired,Luxury,835,No,1,Weekly,Daily,Yes,Direct Supply,14762
5,49,144936,Student,Minimalist,2357,Yes,1,Weekly,Weekly,Yes,Tank,4472
3,42,59410,Business,Luxury,2390,Yes,4,Daily,Rarely,No,Direct Supply,4073
7,10,173064,Business,Luxury,1419,No,4,Rarely,Rarely,Yes,Direct Supply,13844
3,26,50894,Salaried,Average,627,No,4,Daily,Never,Yes,Direct Supply,5628
4,56,68123,Student,Average,2185,No,1,Rarely,Weekly,Yes,Tank,5135
4,77,170687,Business,Average,2040,Yes,4,Weekly,Weekly,Yes,Direct Supply,8408
7,75,61068,Business,Average,2348,Yes,4,Weekly,Never,Yes,Direct Supply,9936
2,57,104920,Business,Minimalist,1244,No,3,Rarely,Rarely,Yes,Well,9864
2,55,38796,Retired,Minimalist,1472,Yes,2,Never,Weekly,No,Tank,2864
6,42,72507,Salaried,Luxury,2042,Yes,4,Never,Never,No,Direct Supply,14360
4,17,66195,Retired,Minimalist,2439,No,3,Daily,Rarely,No,Direct Supply,6544
3,26,195867,Salaried,Minimalist,2302,No,4,Weekly,Weekly,No,Direct Supply,4953
3,68,159150,Retired,Minimalist,1993,Yes,3,Never,Weekly,Yes,Well,6519
5,79,153796,Retired,Minimalist,2577,No,3,Weekly,Daily,No,Tank,9397
4,26,159534,Salaried,Luxury,2009,No,4,Weekly,Weekly,No,Tank,4685
2,65,85931,Student,Luxury,1526,Yes,2,Never,Never,No,Direct Supply,3088
2,11,114528,Salaried,Luxury,2664,No,1,Rarely,Weekly,Yes,Tank,9768
4,7,191090,Salaried,Average,1571,No,4,Weekly,Daily,No,Tank,4377
5,21,104588,Business,Luxury,1116,No,4,Daily,Weekly,No,Well,14513
3,76,150404,Student,Minimalist,604,No,1,Weekly,Daily,Yes,Well,13856
3,54,79246,Student,Minimalist,2156,Yes,2,Daily,Never,Yes,Tank,10990
6,58,142940,Salaried,Luxury,1417,No,2,Never,Rarely,No,Tank,11954
1,60,58739,Student,Average,599,Yes,1,Daily,Never,No,Direct Supply,4237
2,62,86120,Student,Average,2717,No,1,Weekly,Daily,Yes,Direct Supply,3432
3,52,191299,Salaried,Luxury,2667,No,1,Weekly,Daily,No,Direct Supply,3784
6,18,85604,Business,Minimalist,804,No,3,Rarely,Daily,No,Direct Supply,13206
7,61,173433,Retired,Minimalist,536,No,2,Weekly,Rarely,Yes,Well,9898
3,49,186906,Salaried,Average,1362,Yes,1,Daily,Weekly,Yes,Tank,9238
7,68,175884,Business,Average,2178,No,2,Rarely,Daily,No,Direct Supply,8483
1,16,70097,Business,Luxury,2230,Yes,1,Weekly,Weekly,Yes,Tank,14185
1,23,176321,Salaried,Average,1589,No,4,Daily,Weekly,No,Direct Supply,2694
2,76,164791,Retired,Luxury,1085,Yes,4,Rarely,Never,Yes,Direct Supply,11040
2,35,85531,Retired,Luxury,1616,Yes,2,Daily,Never,No,Direct Supply,3260
3,29,146989,Salaried,Luxury,2594,No,2,Rarely,Rarely,No,Tank,2597
6,74,60678,Salaried,Average,2294,No,4,Weekly,Weekly,No,Well,12373
1,18,120850,Student,Average,923,Yes,1,Daily,Rarely,No,Tank,4021
7,21,196809,Retired,Minimalist,2456,No,4,Rarely,Weekly,No,Tank,11295
6,70,99952,Student,Minimalist,1890,No,1,Rarely,Weekly,Yes,Direct Supply,8063
5,19,138665,Business,Luxury,1970,Yes,1,Weekly,Rarely,Yes,Well,4436
2,41,117891,Retired,Average,2283,Yes,3,Weekly,Weekly,Yes,Direct Supply,3168
2,24,38760,Salaried,Luxury,1698,No,4,Rarely,Rarely,No,Direct Supply,2348
1,10,48937,Business,Minimalist,2484,No,4,Weekly,Daily,No,Direct Supply,5330
1,11,112533,Business,Average,2747,Yes,2,Weekly,Weekly,Yes,Direct Supply,11152
5,40,63337,Salaried,Luxury,1776,No,3,Rarely,Weekly,No,Tank,5237
2,36,175847,Business,Average,1118,Yes,1,Daily,Rarely,Yes,Tank,3266
3,55,189902,Retired,Average,1772,No,1,Daily,Daily,Yes,Tank,2546
6,45,180374,Salaried,Average,2110,No,1,Daily,Never,No,Well,11038
6,56,20373,Student,Average,538,Yes,4,Rarely,Rarely,Yes,Tank,11565
2,20,66987,Salaried,Minimalist,1822,Yes,1,Daily,Rarely,Yes,Direct Supply,8200
2,56,35627,Student,Minimalist,1253,No,1,Daily,Rarely,No,Well,5232
1,62,121577,Student,Luxury,2875,Yes,1,Daily,Never,Yes,Tank,7215
4,35,24789,Business,Average,2475,No,4,Rarely,Never,No,Tank,8092
4,65,39287,Student,Minimalist,2952,No,3,Rarely,Daily,No,Tank,11974
5,72,68491,Retired,Luxury,1897,Yes,3,Rarely,Weekly,No,Direct Supply,4098
1,16,72726,Retired,Luxury,1321,No,4,Daily,Never,Yes,Direct Supply,8181
7,12,91721,Student,Luxury,1300,No,1,Never,Rarely,Yes,Well,13811
7,44,150443,Salaried,Luxury,888,Yes,4,Rarely,Daily,Yes,Tank,5775
2,57,126927,Retired,Average,2885,Yes,2,Weekly,Daily,No,Well,3494
4,25,41154,Business,Minimalist,1861,No,2,Rarely,Rarely,No,Tank,14261
5,57,141577,Business,Luxury,2436,Yes,1,Never,Daily,Yes,Direct Supply,6480
5,17,78094,Business,Minimalist,700,Yes,3,Rarely,Daily,No,Direct Supply,11775
7,10,57094,Business,Luxury,751,Yes,4,Daily,Rarely,Yes,Tank,14549
1,63,177484,Retired,Average,2685,Yes,1,Never,Daily,Yes,Well,9508
6,9,114101,Salaried,Luxury,1028,Yes,4,Daily,Never,Yes,Tank,4247
5,66,168623,Business,Luxury,2821,No,3,Never,Daily,No,Well,9363
1,79,143661,Student,Minimalist,1064,No,1,Never,Rarely,No,Well,2836
2,26,60891,Salaried,Average,1861,No,3,Weekly,Weekly,No,Direct Supply,5811
6,76,90426,Student,Minimalist,1689,No,2,Weekly,Daily,Yes,Well,11906
1,76,47389,Student,Average,1644,No,1,Rarely,Never,No,Tank,12041
6,61,115805,Salaried,Luxury,794,Yes,2,Weekly,Weekly,Yes,Well,8713
1,27,65653,Student,Luxury,2446,No,3,Rarely,Weekly,No,Well,5561
7,73,187598,Student,Minimalist,2156,No,3,Never,Never,Yes,Tank,12041
4,18,126172,Business,Average,697,No,4,Weekly,Never,Yes,Direct Supply,4440
3,69,135963,Salaried,Minimalist,2101,No,4,Daily,Never,Yes,Tank,9300
7,35,28451,Salaried,Luxury,789,Yes,2,Weekly,Weekly,No,Tank,6650
5,20,155405,Retired,Luxury,804,Yes,2,Daily,Weekly,No,Direct Supply,2246
2,5,183034,Retired,Luxury,526,Yes,4,Daily,Rarely,No,Direct Supply,7493
7,15,28858,Retired,Average,1152,Yes,3,Daily,Weekly,Yes,Direct Supply,13173
4,78,190555,Student,Average,1378,No,2,Weekly,Daily,No,Direct Supply,14929
5,4,80750,Student,Minimalist,874,No,3,Never,Never,No,Direct Supply,4131
1,16,98423,Student,Average,1541,Yes,4,Never,Daily,Yes,Well,11627
1,36,120347,Student,Minimalist,1624,Yes,1,Never,Rarely,No,Tank,14549
5,32,25022,Business,Average,2350,No,3,Weekly,Rarely,Yes,Well,5106
5,60,59386,Retired,Minimalist,1980,Yes,3,Weekly,Rarely,Yes,Tank,9640
6,32,187987,Business,Minimalist,2137,Yes,1,Never,Weekly,No,Direct Supply,4909
5,39,163990,Business,Luxury,896,Yes,3,Never,Weekly,No,Tank,10489
4,67,33223,Salaried,Minimalist,2496,Yes,1,Weekly,Weekly,Yes,Tank,14897
6,78,184949,Salaried,Average,2334,No,3,Weekly,Weekly,No,Tank,9699
2,65,53837,Business,Luxury,1381,Yes,4,Rarely,Rarely,Yes,Direct Supply,10037
4,2,28325,Student,Average,2671,Yes,1,Daily,Daily,Yes,Tank,5723
1,7,108349,Business,Minimalist,2580,No,4,Daily,Weekly,No,Direct Supply,3063
4,66,142822,Salaried,Luxury,1005,No,3,Weekly,Daily,No,Tank,3552
5,44,180599,Salaried,Minimalist,1139,No,3,Weekly,Weekly,Yes,Well,2374
5,35,138991,Business,Average,1697,No,1,Weekly,Never,Yes,Well,9633
7,11,112550,Retired,Minimalist,525,No,4,Weekly,Daily,Yes,Direct Supply,6561
2,77,103196,Retired,Luxury,1621,No,4,Never,Weekly,Yes,Direct Supply,13783
6,14,94858,Salaried,Average,2834,Yes,3,Rarely,Rarely,Yes,Direct Supply,11228
7,72,71635,Retired,Average,585,No,2,Never,Daily,Yes,Direct Supply,12729
1,50,155502,Student,Luxury,1878,Yes,1,Weekly,Rarely,No,Tank,2734
6,58,129298,Salaried,Average,866,No,2,Daily,Weekly,Yes,Well,8360
3,34,188835,Salaried,Average,2770,Yes,4,Rarely,Never,Yes,Well,5267
1,59,164467,Retired,Average,1289,Yes,1,Rarely,Rarely,No,Direct Supply,8602
7,7,188014,Student,Minimalist,2462,Yes,4,Never,Never,Yes,Tank,6628
4,55,167455,Student,Luxury,1146,No,2,Rarely,Daily,No,Tank,6243
6,26,113244,Business,Minimalist,2398,Yes,3,Rarely,Weekly,No,Tank,13907
4,6,34397,Retired,Luxury,2478,Yes,4,Never,Rarely,Yes,Well,6516
1,78,72705,Retired,Average,2488,Yes,3,Never,Never,No,Well,12419
3,52,191121,Student,Average,795,No,4,Weekly,Never,Yes,Well,8516
2,32,28326,Retired,Minimalist,1186,No,1,Never,Never,Yes,Direct Supply,2573
7,19,109822,Student,Average,1106,No,1,Daily,Never,Yes,Tank,3725
2,72,162612,Business,Luxury,1662,No,3,Rarely,Weekly,Yes,Well,7655
2,68,57360,Student,Luxury,2460,Yes,1,Never,Rarely,No,Well,8214
2,50,198312,Retired,Average,757,No,2,Daily,Weekly,Yes,Tank,6443
2,5,142866,Business,Luxury,951,No,1,Rarely,Daily,Yes,Tank,5890
7,49,58151,Retired,Average,1587,Yes,4,Daily,Never,No,Well,2683
6,58,96881,Student,Luxury,1093,No,1,Never,Never,No,Tank,14314
4,6,71641,Retired,Luxury,2427,No,2,Weekly,Weekly,Yes,Well,12205
5,72,148338,Salaried,Luxury,2297,No,4,Weekly,Weekly,No,Well,4340
5,78,60584,Student,Luxury,1404,No,3,Never,Rarely,No,Tank,6393
5,75,87846,Retired,Luxury,922,No,2,Daily,Rarely,Yes,Direct Supply,11584
1,77,93206,Retired,Minimalist,2515,No,3,Never,Rarely,No,Well,10966
2,11,197060,Salaried,Luxury,512,Yes,2,Weekly,Weekly,No,Direct Supply,14967
7,55,22231,Retired,Minimalist,566,Yes,2,Daily,Never,No,Tank,5503
1,23,159226,Business,Minimalist,2973,Yes,1,Never,Rarely,Yes,Tank,10169
1,16,139393,Salaried,Luxury,1338,Yes,3,Weekly,Weekly,Yes,Direct Supply,5824
2,22,103159,Student,Minimalist,665,No,2,Weekly,Daily,Yes,Well,10176
2,30,102683,Business,Luxury,1967,Yes,3,Daily,Daily,No,Well,8195
3,29,120142,Retired,Average,1935,No,3,Never,Weekly,No,Direct Supply,6007
5,80,70807,Student,Average,2107,Yes,3,Never,Weekly,Yes,Well,6471
6,35,101084,Business,Average,815,No,3,Weekly,Rarely,No,Well,10853
2,52,183240,Student,Luxury,1043,Yes,2,Daily,Rarely,No,Well,13411
4,11,124404,Salaried,Minimalist,517,Yes,3,Weekly,Weekly,Yes,Well,5664
3,18,59100,Business,Average,1341,Yes,3,Daily,Weekly,Yes,Well,12551
2,75,181250,Business,Average,855,No,2,Rarely,Rarely,No,Tank,3461
3,13,84757,Retired,Average,2141,Yes,3,Never,Rarely,Yes,Tank,8746
5,47,140411,Salaried,Luxury,1083,No,2,Rarely,Rarely,No,Tank,11132
7,8,110725,Salaried,Minimalist,2075,Yes,2,Daily,Never,Yes,Well,9518
7,75,154967,Salaried,Luxury,1072,No,2,Daily,Daily,Yes,Well,6904
5,53,127641,Student,Average,1762,Yes,4,Weekly,Daily,Yes,Direct Supply,11981
2,48,20799,Retired,Luxury,2788,No,1,Rarely,Never,No,Well,14917
1,41,56094,Student,Average,1448,No,4,Rarely,Weekly,No,Well,6801
2,68,72948,Business,Minimalist,1931,No,3,Weekly,Daily,Yes,Tank,4241
2,30,178083,Student,Minimalist,1223,Yes,3,Rarely,Weekly,Yes,Tank,11126
2,37,75386,Business,Average,1540,No,2,Weekly,Daily,No,Well,7968
7,12,181118,Student,Average,2379,Yes,4,Rarely,Rarely,No,Tank,14835
2,77,61099,Business,Minimalist,2557,No,3,Never,Daily,Yes,Tank,5133
2,23,55795,Student,Minimalist,1418,Yes,3,Weekly,Rarely,No,Direct Supply,4421
7,20,92030,Student,Average,889,Yes,2,Never,Weekly,No,Tank,11492
1,70,63747,Student,Average,2553,No,2,Never,Never,No,Direct Supply,10971
1,33,83956,Business,Average,618,Yes,1,Daily,Weekly,Yes,Direct Supply,7074
2,12,43075,Business,Minimalist,1883,No,1,Rarely,Weekly,Yes,Tank,9602
4,46,149980,Salaried,Luxury,2754,Yes,1,Rarely,Rarely,No,Direct Supply,13050
2,16,127975,Student,Minimalist,2407,No,2,Rarely,Rarely,No,Direct Supply,12913
6,19,108622,Student,Minimalist,1006,No,2,Never,Rarely,No,Tank,6361
1,23,45769,Business,Luxury,2254,Yes,3,Never,Daily,No,Direct Supply,9766
5,36,61203,Retired,Average,2747,No,2,Weekly,Never,Yes,Direct Supply,13886
3,14,34530,Salaried,Luxury,1432,No,3,Rarely,Weekly,Yes,Direct Supply,2721
5,21,66606,Retired,Average,1030,Yes,3,Weekly,Never,Yes,Tank,3161
4,30,107891,Salaried,Luxury,1595,Yes,2,Daily,Weekly,Yes,Direct Supply,4499
3,11,119038,Retired,Average,822,No,1,Rarely,Rarely,Yes,Direct Supply,2222
5,31,133734,Business,Luxury,2494,No,4,Daily,Never,Yes,Direct Supply,12668
6,33,164114,Student,Average,2301,No,1,Never,Rarely,Yes,Well,14558
4,22,45297,Student,Minimalist,1950,No,3,Weekly,Never,No,Direct Supply,12113
6,30,199509,Salaried,Average,2947,Yes,2,Never,Daily,No,Well,5310
4,35,86964,Retired,Minimalist,787,Yes,3,Never,Never,No,Tank,8874
7,38,189809,Salaried,Minimalist,2272,Yes,4,Rarely,Daily,Yes,Well,2602
7,42,39345,Salaried,Minimalist,2017,No,2,Daily,Never,Yes,Tank,13271
5,15,68744,Retired,Average,721,Yes,2,Daily,Rarely,No,Tank,4699
5,28,75332,Retired,Average,2861,Yes,2,Never,Daily,Yes,Direct Supply,2672
4,43,109943,Student,Luxury,1818,Yes,2,Never,Weekly,Yes,Direct Supply,13747
3,56,30848,Student,Minimalist,2310,Yes,1,Rarely,Rarely,Yes,Tank,7149
7,15,115561,Business,Average,2224,No,1,Weekly,Daily,No,Tank,9401
3,22,68665,Retired,Luxury,2244,Yes,4,Rarely,Rarely,Yes,Direct Supply,2442
3,78,25383,Student,Luxury,2526,No,4,Daily,Weekly,Yes,Tank,6454
7,74,187886,Retired,Luxury,1633,No,3,Never,Rarely,Yes,Tank,2111
1,32,183627,Retired,Luxury,825,No,2,Weekly,Daily,No,Well,3452
3,33,50831,Business,Minimalist,2102,No,4,Weekly,Daily,Yes,Well,3510
