Number_of_people,Average_Age,Total_Income,Occupation,Lifestyle,House_Size,Presence_of_garden,Number_of_bathrooms,Dishwasher_usage,Washing_machine_usage,Swimming_pool,Water_storage,Water_footprint
5,24,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8297.628530440148
6,25,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11096.425713666322
7,26,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12105.162043739503
8,27,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13987.861766845568
1,28,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,2967.908345400616
2,29,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3675.2909815421576
3,30,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5817.3566207781105
4,31,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6277.136509076657
5,32,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8163.542386334513
6,33,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11371.351222988427
7,34,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12135.819465336868
8,35,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,14124.519027580773
1,36,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3155.184832408703
2,37,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,4259.7379497404645
3,38,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,6001.966686328493
4,39,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6626.578108532294
5,40,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,7773.288332875895
6,41,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,10875.49315504672
7,42,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,11905.148827229452
8,43,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13910.358774078111
1,44,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3457.6562842346198
2,45,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,4044.11181666953
3,46,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5869.104465261907
4,47,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6801.029004341153
5,48,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8217.657292311676
6,49,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11277.660119341588
7,50,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,11938.479257396286
8,51,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13763.158496210574
1,52,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3225.166438064289
2,53,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3906.6483488177128
3,54,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,6083.458152445703
4,55,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6542.805589311821
5,56,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,7737.5343356711355
6,57,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11450.361928164442
7,58,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12170.11349711286
8,59,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13845.770711806688
1,60,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,2961.3131738921584
2,61,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,4049.1035304653947
3,62,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5829.824706279178
4,63,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6575.987814516189
5,64,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8492.191177018974
6,65,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11061.100172447654
7,66,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12034.568576407702
8,67,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13759.172264365878
1,68,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3048.733464760947
2,69,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3751.1699799421854
3,70,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5855.503055854649
4,71,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6796.7003913514545
5,72,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,7919.436284159351
6,73,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11013.997719306311
7,74,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12107.058259782865
8,75,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13804.503182419554
1,76,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3059.132383681618
2,77,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,4007.010416657272
3,78,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5544.808189138132
4,79,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6969.066502610257
5,80,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8677.181923431646
6,81,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11138.524155223555
7,82,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12164.6038491301
8,83,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13749.649135325024
1,84,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,2919.200628409371
2,85,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3677.2937329325036
3,86,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5588.069878337002
4,87,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6686.433034874316
5,88,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8713.197550810994
6,89,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11277.589018977353
7,90,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,11948.110733039817
8,91,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,14146.250937964982
1,92,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3238.2085801638364
2,93,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3885.231524988378
3,94,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5697.661345149402
4,95,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6700.088696427826
5,96,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8296.204806595662
6,97,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11365.906331517514
7,98,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,11874.333073750839
8,99,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13745.54201280613
1,20,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3030.7474037102675
2,21,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,4096.833166631119
3,22,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,6060.368552112545
4,23,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6658.758656521706
5,24,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8193.809105453516
6,25,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11140.300299660747
7,26,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12081.9082179028
8,27,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,14155.645910158659
1,28,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,2975.3666042803156
2,29,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3708.188790952743
3,30,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5854.612445225205
4,31,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6530.186347919438
5,32,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,7917.312611134238
6,33,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,10820.475785099512
7,34,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12040.966689819885
8,35,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13833.846698939671
1,36,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3101.9087359631876
2,37,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,4016.2358985555215
3,38,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5426.087375094597
4,39,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6617.0317458032605
5,40,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8302.829887081938
6,41,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11068.027252523383
7,42,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12327.65775041771
8,43,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,14474.335537269413
1,44,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3220.806910114951
2,45,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,4188.330253207995
3,46,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5691.603066893229
4,47,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6878.34404583571
5,48,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8013.585208480666
6,49,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11114.239741964373
7,50,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,11991.392465302342
8,51,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,14102.144486722245
1,52,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3079.185726470195
2,53,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,4099.714920321776
3,54,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5779.678594786825
4,55,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6845.949371652392
5,56,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8026.61800138314
6,57,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11293.055696500254
7,58,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,11937.538526548233
8,59,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,14064.091294131204
1,60,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3431.605868579065
2,61,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,4012.6780365924633
3,62,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5767.716306137846
4,63,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6873.311394076738
5,64,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8458.68157160618
6,65,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,10730.013828794265
7,66,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12043.461388234204
8,67,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,14244.78068483176
1,68,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,2981.837014163131
2,69,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3970.940260905882
3,70,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5470.4972841990775
4,71,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6739.507540124681
5,72,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8182.9713966040845
6,73,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11059.30330518482
7,74,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,11931.985706119824
8,75,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,14053.619291216371
1,76,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3133.476713645826
2,77,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,4174.447231551814
3,78,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5642.86718135543
4,79,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6468.791667566716
5,80,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8190.618790009928
6,81,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11284.941489786093
7,82,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12105.599343852298
8,83,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13936.30613482658
1,84,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,2949.346727813076
2,85,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3912.6778474558396
3,86,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,6333.288652484112
4,87,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6291.466386672746
5,88,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8055.983676108605
6,89,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,10996.542186064327
7,90,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12170.761426786297
8,91,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13940.18595294509
1,92,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3001.4579732588563
2,93,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3708.1357588057176
3,94,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5825.650328725313
4,95,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6644.64145885133
5,96,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,7905.495046401223
6,97,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11056.008228440835
7,98,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12232.1262234381
8,99,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13854.861745709979
1,20,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3263.0181271288698
2,21,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,4066.2391585609353
3,22,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5903.240792784578
4,23,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6555.263601603584
5,24,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8487.84002596515
6,25,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11513.707704176264
7,26,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12094.907311114897
8,27,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,14001.116944827121
1,28,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,2898.813610631823
2,29,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,4100.946442519174
3,30,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5788.532041505188
4,31,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6816.940416529745
5,32,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,7790.789988272449
6,33,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11062.33145221403
7,34,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,11857.584631937529
8,35,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13947.149928760127
1,36,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,2868.7017768428827
2,37,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,4047.175676551057
3,38,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5343.235791495933
4,39,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6213.880844862144
5,40,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8075.076925333749
6,41,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11230.58607483232
7,42,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,11886.307253111165
8,43,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13751.676121531513
1,44,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3007.167339629323
2,45,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3854.3505713203394
3,46,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5877.548492068283
4,47,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6634.5897716764675
5,48,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8372.765393658357
6,49,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11415.215334897683
7,50,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12281.306088075002
8,51,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,14108.592332934239
1,52,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3068.0707483620654
2,53,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3996.6571899210553
3,54,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5877.859245473639
4,55,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6989.400213067612
5,56,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,7843.9698140810015
6,57,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,10796.402871619268
7,58,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12105.816419859104
8,59,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13984.587995009886
1,60,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3082.6040290826604
2,61,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,4022.8272576856666
3,62,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5851.547686210866
4,63,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6575.157038806242
5,64,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,7907.098441808743
6,65,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11226.893453810748
7,66,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12050.023257980587
8,67,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,14021.76918934609
1,68,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3221.236429363365
2,69,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3946.6994677445155
3,70,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,6080.774136530362
4,71,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6609.668507184342
5,72,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,7831.876875091982
6,73,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11207.137049292838
7,74,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,11932.377237151584
8,75,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,14059.468802902204
1,76,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3353.911446755982
2,77,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3720.1287778492238
3,78,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5756.592081935038
4,79,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6735.825954208762
5,80,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8200.637367732304
6,81,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11352.341283945698
7,82,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,11954.23894573278
8,83,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13946.005927444978
1,84,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,2662.8661921131084
2,85,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3873.728690652411
3,86,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5677.761458675619
4,87,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6539.246358965601
5,88,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8443.903603683348
6,89,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,10884.306432652076
7,90,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12497.783940627425
8,91,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,14071.10481624255
1,92,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,2908.620447167553
2,93,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3915.9359041950074
3,94,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5828.595426628459
4,95,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,7052.028210100073
5,96,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,7815.050641186558
6,97,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,10791.092942056408
7,98,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,11860.04557049287
8,99,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,14030.751495584826
1,20,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3188.354347727646
2,21,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,4188.20030916799
3,22,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5759.5982863954105
4,23,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6616.713412559757
5,24,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8456.135678003064
6,25,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11329.45324699728
7,26,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12108.163571106723
8,27,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13869.983848038608
1,28,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,2848.563898218721
2,29,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3939.090647434943
3,30,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5966.5068094645585
4,31,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6701.63698660826
5,32,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8316.199323588093
6,33,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,10959.574030299178
7,34,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,11870.497974673335
8,35,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,14119.945001402666
1,36,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,2634.598421940306
2,37,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3697.7502766829284
3,38,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5854.867490458721
4,39,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6597.866759488645
5,40,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8053.483991859581
6,41,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11088.110375820843
7,42,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12009.91583972381
8,43,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,14041.464182256237
1,44,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,2886.134153894355
2,45,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3860.664224328896
